Id,SalePrice
1461,129249.58
1462,152498.9
1463,184361.3
1464,183709.5
1465,198570.62
1466,180903.15
1467,163774.03
1468,173491.3
1469,181773.36
1470,121671.22
1471,197727.37
1472,97372.5
1473,99928.0
1474,154949.0
1475,144386.85
1476,401287.91
1477,255881.85
1478,321062.82
1479,256504.65
1480,463848.62
1481,321105.34
1482,206001.55
1483,171933.27
1484,179961.23
1485,171602.71
1486,206606.9
1487,333702.45
1488,239481.17
1489,210750.48
1490,199708.0
1491,198879.3
1492,100054.54
1493,181877.7
1494,314094.22
1495,308204.0
1496,236315.93
1497,201095.63
1498,156159.67
1499,154192.02
1500,152204.24
1501,176008.55
1502,168826.86
1503,292747.1
1504,234215.95
1505,221504.51
1506,182075.5
1507,212985.31
1508,206104.72
1509,164376.0
1510,150270.0
1511,147139.59
1512,175604.74
1513,145573.77
1514,165230.58
1515,179846.46
1516,161455.0
1517,157934.08
1518,131867.37
1519,225899.52
1520,136931.5
1521,146605.75
1522,160945.5
1523,115917.62
1524,125147.08
1525,127447.32
1526,126707.66
1527,103292.49
1528,129537.83
1529,140900.5
1530,174240.24
1531,130754.67
1532,110977.58
1533,147412.25
1534,113271.23
1535,160974.0
1536,119301.37
1537,75221.19
1538,188479.43
1539,273993.69
1540,118502.98
1541,149309.4
1542,149818.02
1543,216316.59
1544,80929.5
1545,102812.71
1546,122303.41
1547,144754.68
1548,145486.93
1549,114979.69
1550,149472.82
1551,119419.3
1552,149096.87
1553,147148.12
1554,118700.57
1555,182274.84
1556,98247.04
1557,133581.59
1558,93058.76
1559,116165.71
1560,153218.96
1561,155652.55
1562,128114.01
1563,123346.83
1564,171425.9
1565,156359.24
1566,226777.98
1567,77896.41
1568,227792.42
1569,151053.82
1570,127044.5
1571,133789.96
1572,148448.34
1573,238486.13
1574,121282.79
1575,211704.0
1576,216642.1
1577,203961.04
1578,148154.65
1579,146596.2
1580,198946.87
1581,145376.0
1582,130793.21
1583,335279.06
1584,246690.1
1585,142251.5
1586,71031.12
1587,105718.44
1588,152970.09
1589,102643.27
1590,127429.37
1591,106971.58
1592,126901.82
1593,120027.88
1594,139578.75
1595,120495.21
1596,234937.78
1597,172159.25
1598,190256.25
1599,222527.14
1600,196162.46
1601,82667.61
1602,113058.83
1603,95489.22
1604,294254.46
1605,262728.88
1606,170744.0
1607,165233.32
1608,202978.45
1609,200112.72
1610,161782.9
1611,151456.87
1612,167330.81
1613,166365.08
1614,123589.47
1615,86488.0
1616,83526.0
1617,91918.0
1618,124579.25
1619,131321.08
1620,158273.5
1621,137519.14
1622,156966.5
1623,294851.58
1624,210854.9
1625,129090.66
1626,175551.54
1627,192027.3
1628,296370.16
1629,175787.35
1630,358992.52
1631,222445.77
1632,249921.29
1633,170150.27
1634,183370.0
1635,179398.47
1636,161870.02
1637,182327.6
1638,224601.5
1639,183374.0
1640,247402.61
1641,197650.74
1642,233527.68
1643,233067.65
1644,229883.77
1645,188155.5
1646,152260.0
1647,163762.65
1648,142844.96
1649,139250.58
1650,120018.5
1651,118151.41
1652,92664.0
1653,98457.0
1654,157437.9
1655,158549.25
1656,153078.0
1657,154865.05
1658,158225.85
1659,146282.24
1660,148791.93
1661,446179.85
1662,414844.74
1663,386128.28
1664,465399.29
1665,319551.96
1666,336989.24
1667,373993.87
1668,332805.86
1669,306588.6
1670,346126.38
1671,263914.38
1672,467173.7
1673,312802.59
1674,251937.48
1675,186450.05
1676,188352.67
1677,197810.11
1678,467243.18
1679,369475.45
1680,326566.74
1681,269003.0
1682,302500.63
1683,188395.3
1684,176849.9
1685,173903.92
1686,168023.19
1687,168279.71
1688,190219.09
1689,189915.37
1690,185904.53
1691,174549.77
1692,276043.82
1693,171999.58
1694,184489.0
1695,171394.8
1696,269462.35
1697,173304.15
1698,359547.1
1699,330320.16
1700,244278.38
1701,278484.81
1702,261467.32
1703,254287.53
1704,295408.26
1705,238319.76
1706,455709.74
1707,200899.33
1708,198042.81
1709,295880.91
1710,222488.39
1711,269251.89
1712,247008.68
1713,251222.07
1714,219629.49
1715,205283.44
