Id,SalePrice
1461,123560.12591319166
1462,159020.721375861
1463,183565.99522906457
1464,186393.08434800495
1465,200312.04560622913
1466,182649.44526495898
1467,175414.76887168564
1468,177170.72575078288
1469,179391.76092780102
1470,122012.00688097942
1471,203022.50970095297
1472,96026.30935310342
1473,97112.3861669604
1474,155799.31451407768
1475,137815.79543286897
1476,383322.13979659334
1477,252010.67589985995
1478,311143.5281308608
1479,272451.82489024306
1480,494164.6206038557
1481,325300.84627033956
1482,202735.9693847986
1483,185926.4930583112
1484,177000.91895059252
1485,178359.75477810926
1486,206370.2234156109
1487,332463.267038365
1488,243532.59083010274
1489,204863.4413034596
1490,212768.4302287445
1491,202222.7390459496
1492,87321.16780497388
1493,192024.84574166083
1494,300832.77758445946
1495,290874.53566727776
1496,241551.32625878358
1497,193043.95041134575
1498,162418.22500348664
1499,161568.26388017225
1500,158810.07650631957
1501,175960.57454045906
1502,168836.90570636667
1503,299906.0912835052
1504,222978.69985174495
1505,223544.65622267686
1506,180627.8472609221
1507,233258.0041909592
1508,220450.191020296
1509,164633.81929687256
1510,153340.47725308762
1511,147745.0570847402
1512,171268.39866019378
1513,151804.20174687094
1514,167916.20556098837
1515,178825.93066413328
1516,167551.4405810833
1517,163958.51179303526
1518,129220.92726672854
1519,226724.86212309802
1520,137746.1820372304
1521,141382.58864389773
1522,167972.2066896231
1523,109796.37463715085
1524,117816.54434214192
1525,122331.24158262808
1526,119982.66910033861
1527,100131.33300646569
1528,134315.29337647883
1529,142536.994010256
1530,173088.64137712523
1531,118622.93480520613
1532,103996.63883039774
1533,140943.84979207694
1534,113858.1863103765
1535,164497.90413666453
1536,115020.25309176673
1537,80773.64123064457
1538,181540.26140869258
1539,238039.73440822467
1540,117137.07448973616
1541,153654.31424098823
1542,147539.91074961645
1543,220580.00965757592
1544,74380.60443048022
1545,102091.21107471446
1546,125966.4834209014
1547,139932.55285977613
1548,132783.1648940253
1549,112837.84855045652
1550,148324.96495194995
1551,120446.3928166423
1552,140203.1455706755
1553,142991.9610779573
1554,112331.69723761009
1555,187694.52589273173
1556,107590.03553163656
1557,120006.07862931715
1558,95558.37279084907
1559,118638.41779352963
1560,140703.47912840807
1561,154529.0242869673
1562,130145.04382067345
1563,123253.59102779752
1564,164346.04810531417
1565,156023.89990447526
1566,235735.2336391219
1567,72336.75758795872
1568,246086.88019769045
1569,159739.8233523221
1570,132071.17529028415
1571,130671.22102990697
1572,151893.99409688712
1573,253088.68723407434
1574,126897.59578094508
1575,209272.76950329446
1576,230976.26696830345
1577,199106.40973896068
1578,148684.69281779908
1579,153831.76394209857
1580,201033.79447202454
1581,146714.85138332576
1582,126764.73331232689
1583,329161.84050440905
1584,238918.836052439
1585,142832.69412569923
1586,56589.085176912915
1587,100907.79147208108
1588,151261.68401423463
1589,92511.45784606531
1590,132959.94394670642
1591,99486.88223214773
1592,130827.06843419811
1593,120935.1518187343
1594,131031.00326416211
1595,132121.20935992157
1596,239536.64401730392
1597,185073.52691497304
1598,198510.26722378517
1599,197282.69303096196
1600,190804.09080422352
1601,67606.78978276672
1602,120187.67539610885
1603,81001.28921466463
1604,279918.21427538217
1605,256717.01619957833
1606,169076.9640812
1607,178132.126568086
1608,213349.72617627055
1609,196693.04601032534
1610,164246.81105145733
1611,145330.58899414755
1612,165058.30130872224
1613,167164.9216022705
1614,128275.64360140038
1615,82299.37266831318
1616,79055.3625495621
1617,87506.03683132284
1618,124724.2235282593
1619,130543.81868646963
1620,159987.53260249973
1621,139290.5719560801
1622,157287.29625998405
1623,281626.1040086744
1624,222731.83842644145
1625,122127.77224969325
1626,177814.20029786468
1627,191580.70141909053
1628,291444.76177265483
1629,178769.65109281387
1630,375576.1816594338
1631,225133.20335401144
1632,248369.88665275474
1633,174908.72969112662
1634,182623.8267525144
1635,180820.40783364768
1636,160054.07762999512
1637,190415.519591783
1638,210863.13793459604
1639,185537.9239062562
1640,253981.525123201
1641,191712.04067425738
1642,237937.93266327644
1643,228448.72890004324
1644,228979.40245665095
