Id,SalePrice
1461,146986.8
1462,165657.55
1463,175104.02
1464,171826.75
1465,178923.34
1466,169182.97
1467,165926.05
1468,165231.7
1469,169037.97
1470,141712.47
1471,171690.34
1472,132821.81
1473,135951.45
1474,164861.34
1475,142017.02
1476,296375.38
1477,210352.22
1478,228816.1
1479,233203.9
1480,279681.3
1481,235473.94
1482,189149.27
1483,170795.02
1484,160841.02
1485,162641.92
1486,173171.42
1487,232482.64
1488,205017.25
1489,169220.19
1490,183972.62
1491,170267.12
1492,130972.1
1493,169215.06
1494,238156.64
1495,252283.45
1496,182981.16
1497,170164.78
1498,149270.67
1499,151002.58
1500,149550.03
1501,169850.14
1502,143004.05
1503,207094.69
1504,199836.55
1505,183867.19
1506,182384.48
1507,202463.34
1508,193929.73
1509,169077.58
1510,160203.11
1511,160347.4
1512,172016.83
1513,169285.45
1514,177521.64
1515,181457.61
1516,168391.48
1517,158225.5
1518,157436.83
1519,184117.05
1520,154207.14
1521,160013.66
1522,175144.38
1523,140135.5
1524,147594.56
1525,148531.9
1526,147198.61
1527,129478.81
1528,146691.86
1529,155953.45
1530,172917.98
1531,156611.33
1532,141581.38
1533,156735.9
1534,141982.03
1535,177086.08
1536,150343.7
1537,118459.11
1538,168622.47
1539,203382.83
1540,146533.0
1541,167687.97
1542,172562.95
1543,191860.52
1544,121033.71
1545,138079.05
1546,146862.03
1547,155292.86
1548,158146.94
1549,135416.36
1550,163616.52
1551,147273.61
1552,156980.44
1553,156333.7
1554,141497.03
1555,185344.81
1556,134538.23
1557,157483.62
1558,128915.66
1559,144492.58
1560,165305.5
1561,164547.25
1562,144804.6
1563,144103.3
1564,164641.19
1565,161477.12
1566,184527.02
1567,118879.27
1568,204946.77
1569,160974.1
1570,146261.94
1571,159488.61
1572,158511.5
1573,183076.47
1574,149926.06
1575,178428.56
1576,201531.89
1577,168530.42
1578,158448.61
1579,151129.97
1580,175166.89
1581,152440.94
1582,146910.11
1583,231494.94
1584,180935.22
1585,150553.16
1586,112763.49
1587,134019.8
1588,160498.84
1589,131604.92
1590,153705.34
1591,136610.33
1592,151891.52
1593,142451.56
1594,145431.78
1595,152023.31
1596,187315.45
1597,175575.0
1598,173794.16
1599,179815.17
1600,177297.47
1601,120789.3
1602,138190.73
1603,132722.23
1604,232868.52
1605,215973.77
1606,167659.22
1607,169463.98
1608,175127.64
1609,172425.36
1610,158016.7
1611,159262.16
1612,159461.97
1613,164498.03
1614,143971.55
1615,124850.97
1616,124850.97
1617,125560.78
1618,146235.75
1619,146283.28
1620,161054.8
1621,148508.28
1622,165756.47
1623,223923.67
1624,192520.44
1625,148347.33
1626,173220.1
1627,175023.84
1628,223639.92
1629,168010.05
1630,242810.05
1631,192540.19
1632,230746.39
1633,162039.67
1634,173856.77
1635,171882.98
1636,162730.39
1637,169926.23
1638,174729.86
1639,174453.66
1640,204100.48
1641,184126.86
1642,182048.97
1643,205245.78
1644,199836.55
1645,172018.27
1646,158097.14
1647,162475.08
1648,154512.5
1649,154403.08
1650,140948.38
1651,140253.7
1652,133636.3
1653,132532.11
1654,161941.64
1655,155258.58
1656,161334.52
1657,161941.64
1658,161334.52
1659,145297.19
1660,152531.98
1661,298801.16
1662,254688.7
1663,294400.34
1664,280554.0
1665,226908.95
1666,226505.72
1667,243172.6
1668,247805.72
1669,243882.69
1670,249596.0
1671,193150.92
1672,295337.25
1673,238740.98
1674,206499.73
1675,171782.33
1676,171782.33
1677,173723.38
1678,298929.56
