Id,SalePrice
1461,123189.6344851264
1462,158442.18482986727
1463,179602.69907189606
1464,180803.5504619153
1465,196798.30491573858
1466,181111.15776509984
1467,175967.33378398378
1468,176255.1418536091
1469,173088.81809707423
1470,121636.70296815048
1471,201716.54677973723
1472,92106.25066178694
1473,92614.75541108465
1474,154292.1913454031
1475,140447.6727295145
1476,376150.671448702
1477,255042.45113608363
1478,309849.2621435514
1479,276738.8753042096
1480,511432.24158153986
1481,340667.13131464814
1482,194013.57714781593
1483,188287.7068238472
1484,171300.12785347196
1485,173927.71023238645
1486,204629.06415523138
1487,339076.8277101339
1488,239283.77285237127
1489,203062.07815990612
1490,214894.6537556378
1491,197844.92754175165
1492,80587.62674292378
1493,193523.4746745977
1494,298342.3680912036
1495,280135.88946418534
1496,241006.28733342115
1497,191285.6884277748
1498,161439.20368368973
1499,161008.7658530967
1500,157854.76656576045
1501,169743.88735503732
1502,166264.12271202035
1503,312083.26121877076
1504,213990.96474306905
1505,220494.54833221447
1506,170901.49919248265
1507,231076.64438141853
1508,231671.11700393836
1509,162731.54998939158
1510,152155.16285241165
1511,140741.3725274938
1512,166543.3597930047
1513,151334.48973156183
1514,174068.87668218566
1515,181548.26345673244
1516,172097.94756352552
1517,164420.37392345103
1518,122529.51263663944
1519,220975.56479892987
1520,135964.56198151642
1521,136740.9973536957
1522,166477.40028934603
1523,108813.329338246
1524,113343.65304845496
1525,121125.96753080648
1526,117411.2255901812
1527,102072.27583025258
1528,137761.0636714758
1529,141073.05200535225
1530,173323.85183780087
1531,107433.48381160428
1532,103297.19414122362
1533,135817.59483733738
1534,108224.98346939206
1535,165356.02989759026
1536,113810.09561806088
1537,77028.53122003976
1538,185331.80005896353
1539,232001.24370549593
1540,108955.41466309235
1541,155570.0712551666
1542,143767.7786149372
1543,225195.13289810607
1544,68698.40643242233
1545,101933.97414955265
1546,125590.74367790112
1547,137468.43691107686
1548,130780.06914048248
1549,110218.39815954417
1550,146123.1980168531
1551,115953.65499995596
1552,131582.74068855887
1553,137729.8379870691
1554,112708.95681360873
1555,192384.83211567625
1556,108950.16760270797
1557,106857.4903011026
1558,91886.81607130078
1559,115349.76941133587
1560,133120.72510299116
1561,145754.58954530538
1562,127537.10911089645
1563,122411.87129863082
1564,157246.87739799242
1565,155119.41428852038
1566,248959.51959553862
1567,66270.68949691458
1568,255824.90611758857
1569,155861.22216275882
1570,129490.58410461394
1571,127986.65549388077
1572,154199.66847661606
1573,261835.88738674726
1574,117039.83440206379
1575,202329.87014084178
1576,235328.00288886885
1577,197479.32351643516
1578,145429.9438929187
1579,162204.82322617376
1580,204928.39221004062
1581,149324.66658826714
1582,125780.86706671157
1583,335999.6957715843
1584,236129.84834768012
1585,138204.89379728946
1586,65754.6561690264
1587,96035.24662518542
1588,151296.76907074003
1589,82037.75108130103
1590,129696.22492232532
1591,100013.71161252464
1592,129069.6321790717
1593,122068.80175003421
1594,122497.45976445489
1595,127663.11842855334
1596,242629.85912722498
1597,187502.84420874543
1598,203993.2557842978
1599,192849.87957470125
1600,186015.11066817932
1601,71608.17747749202
1602,119388.06414101218
1603,74219.11563921382
1604,281617.7253409882
1605,259534.09766579585
1606,166191.41269382107
1607,180938.12335250017
1608,213678.569706336
1609,196284.1476490718
1610,163059.52203173516
1611,139629.4242289678
1612,159498.47968612626
1613,162546.16406455886
1614,127540.05211736179
1615,77964.02215216616
1616,75665.54998878934
1617,84009.79149173485
1618,125396.53203974034
1619,126523.80391267486
1620,154486.37797564696
1621,139428.51439602522
1622,153804.26749725954
1623,279835.55733686226
1624,220184.97209392535
1625,114497.06966016683
1626,172826.29694214943
1627,189388.27767567398
1628,291382.34319872136
1629,176688.92190054705
1630,430707.5716277879
1631,232672.94844115427
1632,254322.21022078872
1633,172781.27134018435
1634,179529.9959408406
1635,179024.24035459134
1636,157037.7300938449
1637,189075.59227121854
1638,198676.0850291538
1639,188430.34453108246
1640,259564.61728155956
1641,187882.08905181315
1642,234887.62156123083
1643,222172.1527822442
1644,218123.08721308413
1645,177319.20370020487
1646,161233.47777668881
1647,164463.78712676448
1648,133521.35853485332
1649,138477.2844807711
1650,109710.47739913916
1651,123413.18102918935
1652,94072.39294123134
1653,89835.74627063348
1654,155384.99453661175
1655,155950.7039830177
1656,148820.14172749268
1657,155131.9199282464
1658,148879.14434534492
1659,148033.364585208
1660,147803.95662046457
1661,512066.2580682959
1662,427196.8183812755
1663,361757.8761488647
1664,539881.8745422229
1665,331514.44042292587
1666,352278.26058206975
1667,404395.38037254364
1668,324870.4614988445
1669,312589.86709891737
1670,355929.8964869316
1671,272447.8111471305
1672,493040.92239917826
1673,311509.87470014265
1674,256479.0198538068
1675,190543.62409914786
1676,195934.20977983877
1677,223718.2144766715
1678,483908.6861654862
1679,459583.77208985935
1680,312862.8775919709
1681,266508.1411334023
1682,311097.21497297
1683,187696.50517840922
1684,165400.27427089226
1685,173248.32602495013
1686,169232.30673512697
1687,169693.37206336588
1688,187023.77048258236
1689,187965.22678860123
1690,187300.82913197865
1691,170768.2556912987
1692,276059.2476955031
1693,171478.4273579691
1694,184827.5431354032
1695,169058.34423428174
1696,287599.4846004336
1697,172971.8865758033
1698,380102.6589634958
1699,318115.565189859
1700,247585.99827160363
1701,277771.21398443903
1702,252797.00763382335
1703,249239.99167982358
1704,311592.10193462647
1705,233872.24082003624
1706,509493.68757826486
1707,213502.69220491208
1708,210901.03292634396
1709,288478.8077605159
1710,219769.79625837624
1711,254588.11399756413
1712,242595.38636186597
1713,249796.09438703343
1714,228121.51794036344
1715,208723.30186822772
1716,177778.28844293044
1717,166972.9475025859
1718,135510.91131946864
1719,211282.29068000722
1720,266656.0387117039
1721,157879.64366978532
1722,123127.37720821591
1723,158544.1892263034
1724,186623.74659398006
1725,236137.41559271025
1726,189788.40319771378
1727,159990.7975609454
1728,179650.66264073644
1729,169226.18299365963
1730,162265.2996633226
1731,121923.30139201299
1732,123490.15424812178
1733,122686.44562527076
1734,122437.00799679452
1735,132632.2347463698
1736,116403.82639366426
1737,379079.44606417074
1738,224156.5340306571
1739,305804.65417184454
1740,206203.92645919957
1741,190623.842498227
1742,171385.1596160955
1743,168718.40429584647
1744,312559.24323170463
1745,274869.7366585397
1746,243312.318649571
1747,211005.9729077605
1748,209542.91332243133
1749,162197.32961820514
1750,140621.66901297832
1751,248576.87623682478
1752,113945.84379816541
1753,136715.90988178726
1754,198757.29761994208
1755,177457.06981769187
1756,112327.4812385669
1757,120429.79219829566
1758,154478.60339480842
1759,165260.42621455982
1760,159304.92272772815
