PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
1.0,-0.03514399403038102,-0.03855886420001949,0.04293888007878896,0.03320654640191591,-0.0575268337844415,-0.0016520124027188366,-0.05655364820268009,0.012658219287491099,-0.03519690723182763,0.00930487602116304,-0.0050066607670665175
-0.03514399403038102,1.0,0.05283087482991874,0.13190049060473924,-0.3313387740824206,0.08308136284568686,0.018442671310748508,0.31986925114137416,-0.5494996199439076,0.682176306864146,0.19749330275805715,-0.3384810359610152
-0.03855886420001949,0.05283087482991874,1.0,0.020313990490369284,0.05746637174665205,-0.017230335900198842,-0.04910539161655415,0.047348043625684524,-0.04917270773614337,0.06211853107478963,-0.006473770254274188,-0.05734331355254836
0.04293888007878896,0.13190049060473924,0.020313990490369284,1.0,0.08415343907994118,-0.1146308103894224,-0.24548896009069898,0.05937198513873274,-0.18233283380287008,0.09599051602060206,0.10639507407091388,-0.543351380657755
0.03320654640191591,-0.3313387740824206,0.05746637174665205,0.08415343907994118,1.0,-0.23262458644442344,-0.17919091526675796,-0.06884770800686559,0.09156609328505749,-0.23491210870736548,-0.0348831182799398,-0.0698085152871431
-0.0575268337844415,0.08308136284568686,-0.017230335900198842,-0.1146308103894224,-0.23262458644442344,1.0,0.41483769862015624,0.07946128707126746,0.159651043242161,0.043524911860278744,0.06804339443606083,-0.03532249888573556
-0.0016520124027188366,0.018442671310748508,-0.04910539161655415,-0.24548896009069898,-0.17919091526675796,0.41483769862015624,1.0,0.02000347409140952,0.21622494477076448,-0.028178832801970283,0.032516941626089736,0.08162940708348335
-0.05655364820268009,0.31986925114137416,0.047348043625684524,0.05937198513873274,-0.06884770800686559,0.07946128707126746,0.02000347409140952,1.0,-0.01388546403278788,0.2430820819817567,0.011870967683641799,-0.16454913400236693
0.012658219287491099,-0.5494996199439076,-0.04917270773614337,-0.18233283380287008,0.09156609328505749,0.159651043242161,0.21622494477076448,-0.01388546403278788,1.0,-0.5025689813663143,-0.24635883232865097,0.2573065223849626
-0.03519690723182763,0.682176306864146,0.06211853107478963,0.09599051602060206,-0.23491210870736548,0.043524911860278744,-0.028178832801970283,0.2430820819817567,-0.5025689813663143,1.0,0.23219169481485158,-0.2536576824048422
0.00930487602116304,0.19749330275805715,-0.006473770254274188,0.10639507407091388,-0.0348831182799398,0.06804339443606083,0.032516941626089736,0.011870967683641799,-0.24635883232865097,0.23219169481485158,1.0,-0.17496277422537945
-0.0050066607670665175,-0.3384810359610152,-0.05734331355254836,-0.543351380657755,-0.0698085152871431,-0.03532249888573556,0.08162940708348335,-0.16454913400236693,0.2573065223849626,-0.2536576824048422,-0.17496277422537945,1.0
